Name,Age,Position,Player Nationality,Market Value,Club,League,League Country,Transfer Type,Fee
Ludovic Ajorque,28,3,France,11.0,1.FSV Mainz 05,Bundesliga,Germany,2,6.0
Nicolás Tagliafico,29,8,Argentina,11.0,Olympique Lyon,Ligue 1,France,2,4.2
Mady Camara,25,1,Guinea,11.0,AS Roma,Serie A,Italy,1,
Flynn Downes,23,1,England,2.0,West Ham,Premier League,England,2,10.65
Gabriel Sara,23,1,Brazil,6.5,Norwich,Championship,England,2,10.5
James Garner,21,4,England,7.0,Everton,Premier League,England,2,10.4
Antoine Semenyo,23,3,Ghana,3.0,Bournemouth,Premier League,England,2,10.25
Nicolás Ibáñez,28,3,Argentina,7.5,Tigres UANL,Liga MX Clausura,Mexico,2,10.1
Dango Ouattara,20,10,Burkina Faso,10.0,Bournemouth,Premier League,England,2,22.5
Armel Bella-Kotchap,20,2,Germany,10.0,Southampton,Premier League,England,2,11.0
Jakub Kaminski,20,7,Poland,10.0,VfL Wolfsburg,Bundesliga,Germany,2,10.0
Luis Suárez,24,3,Colombia,9.0,Marseille,Ligue 1,France,2,10.0
Rúben Vinagre,23,8,Portugal,5.0,Sporting CP,Liga Portugal,Portugal,2,10.0
Giulian Biancone,22,11,France,4.0,Nottm Forest,Premier League,England,2,10.0
Jeffinho,23,7,Brazil,1.5,Olympique Lyon,Ligue 1,France,2,10.0
Junya Ito,29,10,Japan,7.5,Stade Reims,Ligue 1,France,2,10.0
Borja Mayoral,25,3,Spain,9.0,Getafe,LaLiga,Spain,2,10.0
Ademola Lookman,24,12,Nigeria,10.0,Atalanta BC,Serie A,Italy,2,9.2
Guglielmo Vicario,25,5,Italy,10.0,FC Empoli,Serie A,Italy,2,8.5
Rolando Mandragora,25,4,Italy,10.0,Fiorentina,Serie A,Italy,2,8.2
Gerónimo Rulli,30,5,Argentina,10.0,Ajax,Eredivisie,Netherlands,2,8.0
Artur,25,10,Brazil,10.0,Palmeiras,Série A,Brazil,2,8.0
Joe Aribo,25,0,Nigeria,10.0,Southampton,Premier League,England,2,7.1
Beto,24,3,Portugal,10.0,Udinese Calcio,Serie A,Italy,2,7.0
Ozan Kabak,22,2,Turkey,10.0,TSG Hoffenheim,Bundesliga,Germany,2,7.0
Sofiane Boufal,29,7,Morocco,10.0,Al-Rayyan SC,Stars League,Qatar,2,6.0
Mislav Orsic,30,7,Croatia,10.0,Southampton,Premier League,England,2,5.75
Gianluca Caprari,28,12,Italy,10.0,Hellas Verona,Serie A,Italy,2,5.0
Kristjan Asllani,20,4,Albania,10.0,Inter,Serie A,Italy,1,
Wilfried Gnonto,18,7,Italy,10.0,Leeds,Premier League,England,2,4.5
Chris Wood,31,3,New Zealand,10.0,Nottm Forest,Premier League,England,1,
Mahmoud Trezeguet,27,7,Egypt,10.0,Trabzonspor,Süper Lig,Turkey,2,4.0
Hugo Duro,22,3,Spain,10.0,Valencia,LaLiga,Spain,2,4.0
Michy Batshuayi,28,3,Belgium,10.0,Fenerbahce,Süper Lig,Turkey,2,3.5
Gianluca Caprari,28,12,Italy,10.0,Monza,Serie A,Italy,1,
Mario Götze,30,0,Germany,10.0,E. Frankfurt,Bundesliga,Germany,2,3.0
Léo Dubois,27,11,France,10.0,Galatasaray,Süper Lig,Turkey,2,2.5
Aster Vranckx,19,1,Belgium,10.0,AC Milan,Serie A,Italy,1,
Alexander Sørloth,26,3,Norway,10.0,Real Sociedad,LaLiga,Spain,1,
Mathias Normann,26,4,Norway,10.0,Dynamo Moscow,Premier Liga,Russia,1,
Romain Faivre,24,9,France,10.0,FC Lorient,Ligue 1,France,1,
Aleksey Miranchuk,26,0,Russia,10.0,Torino,Serie A,Italy,1,
Pierluigi Gollini,27,5,Italy,10.0,Fiorentina,Serie A,Italy,1,
Stefan Posch,25,11,Austria,10.0,Bologna,Serie A,Italy,1,
Alessio Cragno,28,5,Italy,10.0,Monza,Serie A,Italy,1,
Manu Sánchez,21,8,Spain,10.0,CA Osasuna,LaLiga,Spain,1,
Serhou Guirassy,26,3,Guinea,10.0,VfB Stuttgart,Bundesliga,Germany,1,
Ivan Perisic,33,6,Croatia,10.0,Tottenham,Premier League,England,0,
Matheus Pereira,26,0,Brazil,10.0,Al-Wahda FC,UAE Pro League,United Arab Emirates,1,
Allan,31,4,Brazil,10.0,Al-Wahda FC,UAE Pro League,United Arab Emirates,0,
Ainsley Maitland-Niles,25,9,England,10.0,Southampton,Premier League,England,1,
Amine Harit,25,0,Morocco,10.0,Marseille,Ligue 1,France,1,
Loïc Badé,22,2,France,10.0,Sevilla FC,LaLiga,Spain,1,
Pape Gueye,24,4,Senegal,10.0,Sevilla FC,LaLiga,Spain,1,
Florian Thauvin,30,10,France,10.0,Udinese Calcio,Serie A,Italy,0,
Ander Herrera,33,1,Spain,10.0,Athletic,LaLiga,Spain,1,
Alex Mowatt,27,1,England,10.0,Middlesbrough,Championship,England,1,
Jeff Reine-Adélaïde,25,0,France,10.0,Troyes,Ligue 1,France,1,
Marquinhos,19,10,Brazil,10.0,Norwich,Championship,England,1,
Cyle Larin,27,3,Canada,10.0,Club Brugge,Jupiler Pro League,Belgium,0,
Nicolò Rovella,20,4,Italy,10.0,Monza,Serie A,Italy,1,
Kayky,19,10,Brazil,10.0,EC Bahia,Série A,Brazil,1,
Federico Bernardeschi,28,10,Italy,10.0,Toronto,MLS,Canada,0,
Cucho Hernández,23,3,Colombia,9.0,Columbus,MLS,United States,2,9.55
João Victor,23,2,Brazil,8.0,Benfica,Liga Portugal,Portugal,2,9.5
Ahmetcan Kaplan,19,2,Turkey,2.8,Ajax,Eredivisie,Netherlands,2,9.5
Andreas Pereira,26,0,Brazil,7.5,Fulham,Premier League,England,2,9.5
José Manuel López,21,3,Argentina,8.0,Palmeiras,Série A,Brazil,2,9.5
Evander,24,1,Brazil,9.0,Portland,MLS,United States,2,9.5
Miralem Pjanic,32,1,Bosnia-Herzegovina,9.5,Sharjah FC,UAE Pro League,United Arab Emirates,0,
Lewis O'Brien,23,1,England,3.5,Nottm Forest,Premier League,England,2,9.4
Alphonse Areola,29,5,France,8.0,West Ham,Premier League,England,2,9.3
Gabriel Slonina,18,5,United States,3.0,Chelsea,Premier League,England,2,9.09
Jonas Omlin,29,5,Switzerland,7.0,Bor. M'gladbach,Bundesliga,Germany,2,9.0
Christopher Wooh,20,2,Cameroon,3.0,Rennes,Ligue 1,France,2,9.0
Andreas Schjelderup,18,7,Norway,9.0,Benfica,Liga Portugal,Portugal,2,9.0
Andrea Colpani,23,1,Italy,2.4,Monza,Serie A,Italy,2,9.0
Josip Juranovic,27,11,Croatia,9.0,Union Berlin,Bundesliga,Germany,2,8.55
Jhon Lucumí,24,2,Colombia,9.0,Bologna,Serie A,Italy,2,8.0
Andreas Cornelius,29,3,Denmark,9.0,FC Copenhagen,Superligaen,Denmark,2,6.0
Adam Buksa,25,3,Poland,9.0,Lens,Ligue 1,France,2,6.0
Facundo Buonanotte,18,0,Argentina,9.0,Brighton,Premier League,England,2,6.0
Kevin Mbabu,27,11,Switzerland,9.0,Fulham,Premier League,England,2,5.5
Anders Dreyer,24,10,Denmark,9.0,RSC Anderlecht,Jupiler Pro League,Belgium,2,4.2
Bernd Leno,30,5,Germany,9.0,Fulham,Premier League,England,2,3.6
Kristijan Jakic,25,4,Croatia,9.0,E. Frankfurt,Bundesliga,Germany,2,3.5
Anwar El Ghazi,27,10,Netherlands,9.0,PSV Eindhoven,Eredivisie,Netherlands,2,2.5
Predrag Rajkovic,26,5,Serbia,9.0,RCD Mallorca,LaLiga,Spain,2,2.0
Nikola Moro,24,4,Croatia,9.0,Bologna,Serie A,Italy,1,
Ricardo Pepi,19,3,United States,9.0,FC Groningen,Eredivisie,Netherlands,1,
Thorgan Hazard,29,7,Belgium,9.0,PSV Eindhoven,Eredivisie,Netherlands,1,
Luca Pellegrini,23,8,Italy,9.0,E. Frankfurt,Bundesliga,Germany,1,
Luca Pellegrini,23,8,Italy,9.0,Lazio,Serie A,Italy,1,
Jean-Philippe Gbamin,26,4,Cote d'Ivoire,9.0,Trabzonspor,Süper Lig,Turkey,1,
Freddie Woodman,25,5,England,9.0,Preston,Championship,England,3,
Angelo Fulgini,26,0,France,9.0,Lens,Ligue 1,France,1,
Óscar Rodríguez,24,0,Spain,9.0,Celta de Vigo,LaLiga,Spain,1,
Unai Núñez,25,2,Spain,9.0,Celta de Vigo,LaLiga,Spain,1,
Ilaix Moriba,19,1,Guinea,9.0,Valencia,LaLiga,Spain,1,
Rafinha,29,0,Brazil,9.0,Al-Arabi SC,Stars League,Qatar,0,
Luis Suárez,25,3,Colombia,9.0,UD Almería,LaLiga,Spain,1,
Portu,30,10,Spain,9.0,Getafe,LaLiga,Spain,1,
Paco Alcácer,28,3,Spain,9.0,Sharjah FC,UAE Pro League,United Arab Emirates,0,
Julien Duranville,16,10,Belgium,5.0,Bor. Dortmund,Bundesliga,Germany,2,8.5
Ritsu Doan,24,10,Japan,8.0,SC Freiburg,Bundesliga,Germany,2,8.5
Omar Richards,24,8,England,7.0,Nottm Forest,Premier League,England,2,8.5
Giulio Maggiore,24,1,Italy,8.5,Salernitana,Serie A,Italy,2,4.5
Jens Petter Hauge,22,10,Norway,8.0,E. Frankfurt,Bundesliga,Germany,2,8.2
Nathan Ngoumou,22,10,France,2.5,Bor. M'gladbach,Bundesliga,Germany,2,8.0
Alexander Bah,24,11,Denmark,7.0,Benfica,Liga Portugal,Portugal,2,8.0
César Montes,25,2,Mexico,7.0,Espanyol,LaLiga,Spain,2,8.0
Ismaël Koné,20,1,Canada,6.0,Watford,Championship,England,2,8.0
André Almeida,22,1,Portugal,5.0,Valencia,LaLiga,Spain,2,8.0
Simon Adingra,20,7,Cote d'Ivoire,1.5,Brighton,Premier League,England,2,8.0
El Bilal Touré,20,3,Mali,6.5,UD Almería,LaLiga,Spain,2,8.0
Marcos Antônio,22,1,Brazil,8.0,Lazio,Serie A,Italy,2,7.5
Abner,22,8,Brazil,8.0,Real Betis,LaLiga,Spain,2,7.0
Bamba Dieng,22,3,Senegal,8.0,FC Lorient,Ligue 1,France,2,7.0
Kaiky,18,2,Brazil,8.0,UD Almería,LaLiga,Spain,2,7.0
Lucas Alario,29,3,Argentina,8.0,E. Frankfurt,Bundesliga,Germany,2,6.0
Patrick Wimmer,21,10,Austria,8.0,VfL Wolfsburg,Bundesliga,Germany,2,5.0
Flavius Daniliuc,21,2,Austria,8.0,Salernitana,Serie A,Italy,2,5.0
Francisco Conceição,19,10,Portugal,8.0,Ajax,Eredivisie,Netherlands,2,5.0
Anders Dreyer,24,10,Denmark,8.0,FC Midtjylland,Superligaen,Denmark,2,5.0
Carlos Vinícius,27,3,Brazil,8.0,Fulham,Premier League,England,2,5.0
Martín Ojeda,24,7,Argentina,8.0,Orlando,MLS,United States,2,5.0
Denis Bouanga,27,7,Gabon,8.0,LAFC,MLS,United States,2,4.55
Wanderson,28,7,Brazil,8.0,Internacional,Série A,Brazil,2,4.5
Enis Bardhi,27,0,North Macedonia,8.0,Trabzonspor,Süper Lig,Turkey,2,3.0
Kastriot Imeri,22,1,Switzerland,8.0,BSC Young Boys,Super League,Switzerland,2,3.0
Moi Gómez,28,7,Spain,8.0,CA Osasuna,LaLiga,Spain,2,1.8
Todd Cantwell,24,6,England,8.0,Rangers,Premiership,Scotland,2,1.71
Haris Seferovic,30,3,Switzerland,8.0,Galatasaray,Süper Lig,Turkey,1,
Malang Sarr,23,2,France,8.0,Monaco,Ligue 1,Monaco,1,
Domingos Duarte,27,2,Portugal,8.0,Getafe,LaLiga,Spain,2,7.5
Alejandro Pozuelo,30,0,Spain,8.0,Miami,MLS,United States,2,1.36
Jordan Larsson,25,10,Sweden,8.0,FC Schalke 04,Bundesliga,Germany,0,
Joshua King,30,3,Norway,8.0,Fenerbahce,Süper Lig,Turkey,0,
Henrikh Mkhitaryan,33,0,Armenia,8.0,Inter,Serie A,Italy,0,
Romain Saïss,32,2,Morocco,8.0,Besiktas,Süper Lig,Turkey,0,
Jens Petter Hauge,22,10,Norway,8.0,KAA Gent,Jupiler Pro League,Belgium,1,
Joe Gelhardt,20,3,England,8.0,Sunderland,Championship,England,1,
Christos Tzolis,20,7,Greece,8.0,Twente FC,Eredivisie,Netherlands,1,
Abde Ezzalzouli,20,7,Morocco,8.0,CA Osasuna,LaLiga,Spain,1,
Kacper Kozlowski,18,1,Poland,8.0,Vitesse,Eredivisie,Netherlands,1,
Cameron Archer,21,3,England,8.0,Middlesbrough,Championship,England,1,
Cédric Bakambu,31,3,DR Congo,8.0,Olympiacos,Super League 1,Greece,0,
João Victor,24,2,Brazil,8.0,FC Nantes,Ligue 1,France,1,
Zinho Vanheusden,22,2,Belgium,8.0,AZ Alkmaar,Eredivisie,Netherlands,1,
Isaac Hayden,27,4,England,8.0,Norwich,Championship,England,1,
Abdallah Sima,21,10,Senegal,8.0,Angers SCO,Ligue 1,France,1,
Pol Lirola,24,11,Spain,8.0,Elche CF,LaLiga,Spain,1,
Marco Carnesecchi,22,5,Italy,8.0,Cremonese,Serie A,Italy,1,
Lewis O'Brien,24,1,England,8.0,D.C. United,MLS,United States,1,
Djibril Sidibé,30,11,France,8.0,AEK Athens,Super League 1,Greece,0,
Munir El Haddadi,26,3,Morocco,8.0,Getafe,LaLiga,Spain,0,
Nedim Bajrami,23,0,Albania,8.0,Sassuolo,Serie A,Italy,1,
Reinier,20,0,Brazil,8.0,Girona,LaLiga,Spain,1,
Jean-Victor Makengo,24,1,France,7.5,FC Lorient,Ligue 1,France,2,11.0
Bartol Franjic,22,4,Croatia,4.5,VfL Wolfsburg,Bundesliga,Germany,2,7.5
Ousmane Diomande,19,2,Cote d'Ivoire,4.0,Sporting CP,Liga Portugal,Portugal,2,7.5
Jota,23,7,Portugal,7.5,Celtic,Premiership,Scotland,2,7.5
Nicolò Casale,24,2,Italy,7.5,Lazio,Serie A,Italy,2,6.56
Takefusa Kubo,21,10,Japan,7.5,Real Sociedad,LaLiga,Spain,2,6.5
Julian Ryerson,25,11,Norway,7.5,Bor. Dortmund,Bundesliga,Germany,2,5.0
Guus Til,24,0,Netherlands,7.5,PSV Eindhoven,Eredivisie,Netherlands,2,3.0
Josip Brekalo,24,7,Croatia,7.5,Fiorentina,Serie A,Italy,2,1.5
Ezgjan Alioski,30,8,North Macedonia,7.5,Fenerbahce,Süper Lig,Turkey,1,
Isco,30,0,Spain,7.5,Sevilla FC,LaLiga,Spain,0,
Grischa Prömel,27,1,Germany,7.5,TSG Hoffenheim,Bundesliga,Germany,0,
Alexandru Cicaldau,25,1,Romania,7.5,Ittihad Kalba,UAE Pro League,United Arab Emirates,1,
Quinten Timber,21,1,Netherlands,4.0,Feyenoord,Eredivisie,Netherlands,2,7.4
Armand Laurienté,23,7,France,7.0,Sassuolo,Serie A,Italy,2,10.1
Perr Schuurs,22,2,Netherlands,7.0,Torino,Serie A,Italy,2,9.4
Vedat Muriqi,28,3,Kosovo,7.0,RCD Mallorca,LaLiga,Spain,2,8.02
Casper Tengstedt,22,3,Denmark,3.5,Benfica,Liga Portugal,Portugal,2,7.0
Cameron Carter-Vickers,24,2,United States,7.0,Celtic,Premiership,Scotland,2,7.0
Matteo Lovato,22,2,Italy,7.0,Salernitana,Serie A,Italy,2,7.0
Oscar Gloukh,18,0,Israel,4.5,RB Salzburg,Bundesliga,Austria,2,7.0
Strahinja Pavlovic,21,2,Serbia,5.0,RB Salzburg,Bundesliga,Austria,2,7.0
Ayrton Lucas,25,8,Brazil,6.0,Flamengo,Série A,Brazil,2,7.0
Lázaro,20,7,Brazil,7.0,UD Almería,LaLiga,Spain,2,7.0
Aaron Boupendza,26,3,Gabon,7.0,Al-Shabab,Saudi Pro League,Saudi Arabia,2,7.0
Samuel Lino,22,7,Brazil,7.0,Atlético Madrid,LaLiga,Spain,2,6.5
Jonjo Shelvey,30,1,England,7.0,Nottm Forest,Premier League,England,2,6.5
Jordan,26,3,United States,7.0,Union Berlin,Bundesliga,Germany,2,6.0
Matheus Martins,19,7,Brazil,7.0,Udinese Calcio,Serie A,Italy,2,6.0
Giuliano Galoppo,23,0,Argentina,7.0,São Paulo,Série A,Brazil,2,6.0
Jorge Carrascal,24,0,Colombia,7.0,CSKA Moscow,Premier Liga,Russia,2,6.0
Cristian Arango,27,3,Colombia,7.0,Pachuca,Liga MX Clausura,Mexico,2,5.5
Luan Peres,28,2,Brazil,7.0,Fenerbahce,Süper Lig,Turkey,2,5.23
Ui-jo Hwang,29,3,"Korea, South",7.0,Nottm Forest,Premier League,England,2,4.0
Fabien Centonze,26,11,France,7.0,FC Nantes,Ligue 1,France,2,4.0
Toby Alderweireld,33,2,Belgium,7.0,Royal Antwerp,Jupiler Pro League,Belgium,2,4.0
Marquinhos,19,10,Brazil,7.0,Arsenal,Premier League,England,2,3.5
Willian Arão,30,4,Brazil,7.0,Fenerbahce,Süper Lig,Turkey,2,3.0
Raoul Bellanova,22,11,Italy,7.0,Inter,Serie A,Italy,1,
Morten Thorsby,26,1,Norway,7.0,Union Berlin,Bundesliga,Germany,2,3.0
Wesley,23,7,Brazil,7.0,Cruzeiro,Série A,Brazil,2,3.0
Adam Ounas,25,10,Algeria,7.0,LOSC Lille,Ligue 1,France,2,3.0
Théo Bongonda,26,10,DR Congo,7.0,Cádiz CF,LaLiga,Spain,2,3.0
Nicolas Raskin,21,1,Belgium,7.0,Rangers,Premiership,Scotland,2,1.5
Eldor Shomurodov,27,3,Uzbekistan,7.0,Spezia Calcio,Serie A,Italy,1,
Agustín Rossi,27,5,Argentina,7.0,Al-Nassr FC,Saudi Pro League,Saudi Arabia,1,
Oliver Abildgaard,26,4,Denmark,7.0,Celtic,Premiership,Scotland,1,
Raoul Bellanova,22,11,Italy,7.0,Cagliari Calcio,Serie B,Italy,2,7.0
Diogo Leite,23,2,Portugal,7.0,Union Berlin,Bundesliga,Germany,1,
Maycon,25,1,Brazil,7.0,Corinthians,Série A,Brazil,1,
Kenedy,26,7,Brazil,7.0,Real Valladolid,LaLiga,Spain,2,5.0
Andreaw Gravillon,24,2,Guadeloupe,7.0,Torino,Serie A,Italy,1,
Alex Kral,24,4,Czech Republic,7.0,FC Schalke 04,Bundesliga,Germany,1,
Anthony Caci,25,8,France,7.0,1.FSV Mainz 05,Bundesliga,Germany,0,
Milot Rashica,26,10,Kosovo,7.0,Galatasaray,Süper Lig,Turkey,1,
Yeferson Soteldo,25,7,Venezuela,7.0,Santos,Série A,Brazil,1,
John Anthony Brooks,29,2,United States,7.0,Benfica,Liga Portugal,Portugal,0,
Paulinho,22,7,Brazil,7.0,Atlético-MG,Série A,Brazil,1,
Igor Gomes,23,1,Brazil,7.0,Atlético-MG,Série A,Brazil,0,
Liam Delap,19,3,England,7.0,Preston,Championship,England,1,
Colin Dagba,23,11,France,7.0,R. Strasbourg,Ligue 1,France,1,
Ui-jo Hwang,29,3,"Korea, South",7.0,Olympiacos,Super League 1,Greece,1,
Martín Satriano,21,3,Uruguay,7.0,FC Empoli,Serie A,Italy,1,
John Swift,27,1,England,7.0,West Brom,Championship,England,0,
Jack Stephens,28,2,England,7.0,Bournemouth,Premier League,England,1,
Samuel Lino,22,7,Brazil,7.0,Valencia,LaLiga,Spain,1,
Riqui Puig,22,1,Spain,7.0,Los Angeles,MLS,United States,0,
Uros Racic,24,4,Serbia,7.0,SC Braga,Liga Portugal,Portugal,1,
Lucien Agoumé,20,4,France,7.0,Troyes,Ligue 1,France,1,
Taylor Harwood-Bellis,20,2,England,7.0,Burnley,Championship,England,1,
Thomas Strakosha,27,5,Albania,7.0,Brentford,Premier League,England,0,
Stefano Sensi,26,1,Italy,7.0,Monza,Serie A,Italy,1,
Adnan Januzaj,27,10,Belgium,7.0,Basaksehir,Süper Lig,Turkey,1,
Ghislain Konan,26,8,Cote d'Ivoire,7.0,Al-Nassr FC,Saudi Pro League,Saudi Arabia,0,
Miguel Borja,29,3,Colombia,3.7,River Plate,Liga Profesional,Argentina,2,6.7
Sávio,18,10,Brazil,6.0,Troyes,Ligue 1,France,2,6.5
Yira Sor,22,10,Nigeria,4.0,KRC Genk,Jupiler Pro League,Belgium,2,6.5
Cyriel Dessers,27,3,Nigeria,6.0,Cremonese,Serie A,Italy,2,6.5
Samir Caetano,27,2,Brazil,5.0,Tigres UANL,Liga MX Clausura,Mexico,2,6.5
Stipe Biuk,20,7,Croatia,5.0,LAFC,MLS,United States,2,6.5
Alberth Elis,26,10,Honduras,6.5,G. Bordeaux,Ligue 2,France,2,6.0
Gedson Fernandes,23,1,Portugal,6.5,Besiktas,Süper Lig,Turkey,2,6.0
Ridvan Yilmaz,21,8,Turkey,6.5,Rangers,Premiership,Scotland,2,4.0
Mostafa Mohamed,24,3,Egypt,6.5,Galatasaray,Süper Lig,Turkey,2,3.85
Nicolás Castro,21,0,Argentina,6.5,KRC Genk,Jupiler Pro League,Belgium,2,3.2
Dion Beljo,20,3,Croatia,6.5,FC Augsburg,Bundesliga,Germany,2,3.0
Andreaw Gravillon,24,2,Guadeloupe,6.5,Stade Reims,Ligue 1,France,2,3.0
Víctor Guzmán,27,0,Mexico,6.5,Chivas,Liga MX Clausura,Mexico,2,3.0
Erick Pulgar,28,4,Chile,6.5,Flamengo,Série A,Brazil,2,2.8
Selim Amallah,26,0,Morocco,6.5,Real Valladolid,LaLiga,Spain,2,1.0
Mostafa Mohamed,24,3,Egypt,6.5,FC Nantes,Ligue 1,France,1,
Niklas Stark,27,2,Germany,6.5,Werder Bremen,Bundesliga,Germany,0,
Santiago Ascacíbar,25,4,Argentina,6.5,Estudiantes,Copa de la Liga,Argentina,1,
Jed Wallace,28,10,England,6.5,West Brom,Championship,England,0,
Rémy Cabella,32,0,France,6.5,LOSC Lille,Ligue 1,France,0,
Santiago Ascacíbar,25,4,Argentina,6.5,Cremonese,Serie A,Italy,1,
Matt Turner,28,5,United States,5.0,Arsenal,Premier League,England,2,6.36
Jörgen Strand Larsen,22,3,Norway,6.0,Celta de Vigo,LaLiga,Spain,2,12.4
Malick Thiaw,21,2,Germany,6.0,AC Milan,Serie A,Italy,2,8.6
Jayden Oosterwolde,21,8,Netherlands,2.0,Fenerbahce,Süper Lig,Turkey,2,6.0
Yusuf Demir,19,10,Austria,5.0,Galatasaray,Süper Lig,Turkey,2,6.0
Fausto Vera,22,4,Argentina,6.0,Corinthians,Série A,Brazil,2,6.0
David Hancko,24,2,Slovakia,4.5,Feyenoord,Eredivisie,Netherlands,2,6.0
Mario Gila,21,2,Spain,5.0,Lazio,Serie A,Italy,2,6.0
Fernando,23,3,Brazil,5.0,RB Salzburg,Bundesliga,Austria,2,6.0
Pep Biel,25,0,Spain,6.0,Olympiacos,Super League 1,Greece,2,6.0
Kiki Kouyaté,25,2,Mali,3.5,Montpellier,Ligue 1,France,2,6.0
Matías Galarza,20,1,Argentina,8.0,KRC Genk,Jupiler Pro League,Belgium,2,6.0
Felix Afena-Gyan,19,3,Ghana,6.0,Cremonese,Serie A,Italy,2,6.0
Bjorn Meijer,19,8,Netherlands,3.0,Club Brugge,Jupiler Pro League,Belgium,2,6.0
Enzo Copetti,27,3,Argentina,6.0,Charlotte,MLS,United States,2,6.0
Junior Messias,31,10,Brazil,6.0,AC Milan,Serie A,Italy,2,5.5
Christian Benteke,31,3,Belgium,6.0,D.C. United,MLS,United States,2,5.46
Jonathan Rodríguez,28,3,Uruguay,6.0,América,Liga MX Clausura,Mexico,2,5.45
Valentin Rosier,25,11,France,6.0,Besiktas,Süper Lig,Turkey,2,4.8
Anel Ahmedhodzic,23,2,Bosnia-Herzegovina,6.0,Sheff Utd,Championship,England,2,4.5
Franco Cristaldo,26,0,Argentina,6.0,Grêmio,Série A,Brazil,2,4.0
Javairô Dilrosun,24,10,Netherlands,6.0,Feyenoord,Eredivisie,Netherlands,2,4.0
Julián Araujo,21,11,Mexico,6.0,Barça Atlètic,Primera Federación - Gr. II,Spain,2,4.0
Miguel Gutiérrez,21,8,Spain,6.0,Girona,LaLiga,Spain,2,4.0
Matías Vargas,25,7,Argentina,6.0,SH Port,Super League,China,2,4.0
Fredrik Midtsjö,28,1,Norway,6.0,Galatasaray,Süper Lig,Turkey,2,3.5
Alistair Johnston,24,11,Canada,6.0,Celtic,Premiership,Scotland,2,3.5
Gamid Agalarov,21,3,Russia,6.0,Akhmat Grozny,Premier Liga,Russia,2,3.5
Darwin Machís,29,7,Venezuela,6.0,FC Juárez,Liga MX Clausura,Mexico,2,3.5
Amir Hadziahmetovic,25,4,Bosnia-Herzegovina,6.0,Besiktas,Süper Lig,Turkey,2,3.2
Gonzalo Plata,21,10,Ecuador,6.0,Real Valladolid,LaLiga,Spain,2,3.0
Lucas Piton,22,8,Italy,6.0,Vasco da Gama,Série A,Brazil,2,3.0
Djordje Mihailovic,24,0,United States,6.0,AZ Alkmaar,Eredivisie,Netherlands,2,3.0
Willy Boly,31,2,Cote d'Ivoire,6.0,Nottm Forest,Premier League,England,2,2.6
Eric Bailly,28,2,Cote d'Ivoire,6.0,Marseille,Ligue 1,France,1,
Bartlomiej Dragowski,24,5,Poland,6.0,Spezia Calcio,Serie A,Italy,2,1.95
Pedro Raul,26,3,Brazil,6.0,Vasco da Gama,Série A,Brazil,2,1.9
Amadou Diawara,25,4,Guinea,6.0,RSC Anderlecht,Jupiler Pro League,Belgium,2,1.89
Daniel Wass,33,11,Denmark,6.0,Bröndby IF,Superligaen,Denmark,2,1.75
Marc Bartra,31,2,Spain,6.0,Trabzonspor,Süper Lig,Turkey,2,1.25
Lorenzo Lucca,21,3,Italy,6.0,Ajax,Eredivisie,Netherlands,1,
Carles Pérez,24,10,Spain,6.0,Celta de Vigo,LaLiga,Spain,1,
Matías Viña,25,8,Uruguay,6.0,Bournemouth,Premier League,England,1,
Florent Mollet,30,0,France,6.0,FC Schalke 04,Bundesliga,Germany,2,5.0
Tino Kadewere,26,3,Zimbabwe,6.0,RCD Mallorca,LaLiga,Spain,1,
Mergim Berisha,24,3,Germany,6.0,FC Augsburg,Bundesliga,Germany,1,
John Anthony Brooks,29,2,United States,6.0,TSG Hoffenheim,Bundesliga,Germany,2,3.0
Philipp Max,29,8,Germany,6.0,E. Frankfurt,Bundesliga,Germany,1,
Daley Blind,32,8,Netherlands,6.0,Bayern Munich,Bundesliga,Germany,0,
Bruma,27,7,Portugal,6.0,Fenerbahce,Süper Lig,Turkey,1,
Filip Uremovic,25,2,Croatia,6.0,Hertha BSC,Bundesliga,Germany,0,
Lys Mousset,26,3,France,6.0,VfL Bochum,Bundesliga,Germany,0,
Ayoze Pérez,29,7,Spain,6.0,Real Betis,LaLiga,Spain,1,
Ermedin Demirovic,24,3,Bosnia-Herzegovina,6.0,FC Augsburg,Bundesliga,Germany,0,
Mohamed Daramy,20,7,Denmark,6.0,FC Copenhagen,Superligaen,Denmark,1,
Fabián Balbuena,30,2,Paraguay,6.0,Corinthians,Série A,Brazil,1,
Stefan Ortega,29,5,Germany,6.0,Man City,Premier League,England,0,
Otávio,28,4,Brazil,6.0,Atlético-MG,Série A,Brazil,0,
Hannibal,19,0,Tunisia,6.0,Birmingham,Championship,England,1,
Cyle Larin,27,3,Canada,6.0,Real Valladolid,LaLiga,Spain,1,
Ki-Jana Hoever,20,11,Netherlands,6.0,PSV Eindhoven,Eredivisie,Netherlands,1,
Sávio,18,10,Brazil,6.0,PSV Eindhoven,Eredivisie,Netherlands,1,
Nehuén Pérez,22,2,Argentina,6.0,Udinese Calcio,Serie A,Italy,3,
Valentino Lazaro,26,11,Austria,6.0,Torino,Serie A,Italy,1,
Axel Tuanzebe,25,2,England,6.0,Stoke City,Championship,England,1,
Luis Henrique,20,7,Brazil,6.0,Botafogo,Série A,Brazil,1,
Callum Robinson,27,3,Ireland,6.0,Cardiff,Championship,Wales,3,
