Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Tkl2017-2018,TklG2017-2018,3.º def.2017-2018,3.º cent.2017-2018,3.º ataq.2017-2018,Tkl.12017-2018,Att2017-2018,Tkl%2017-2018,Pérdida2017-2018,Bloqueos2017-2018,Dis2017-2018,Pases2017-2018,Int2017-2018,Tkl+Int2017-2018,Desp.2017-2018,Err2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Tkl2018-2019,TklG2018-2019,3.º def.2018-2019,3.º cent.2018-2019,3.º ataq.2018-2019,Tkl.12018-2019,Att2018-2019,Tkl%2018-2019,Pérdida2018-2019,Bloqueos2018-2019,Dis2018-2019,Pases2018-2019,Int2018-2019,Tkl+Int2018-2019,Desp.2018-2019,Err2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Tkl2019-2020,TklG2019-2020,3.º def.2019-2020,3.º cent.2019-2020,3.º ataq.2019-2020,Tkl.12019-2020,Att2019-2020,Tkl%2019-2020,Pérdida2019-2020,Bloqueos2019-2020,Dis2019-2020,Pases2019-2020,Int2019-2020,Tkl+Int2019-2020,Desp.2019-2020,Err2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Tkl2020-2021,TklG2020-2021,3.º def.2020-2021,3.º cent.2020-2021,3.º ataq.2020-2021,Tkl.12020-2021,Att2020-2021,Tkl%2020-2021,Pérdida2020-2021,Bloqueos2020-2021,Dis2020-2021,Pases2020-2021,Int2020-2021,Tkl+Int2020-2021,Desp.2020-2021,Err2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Tkl2021-2022,TklG2021-2022,3.º def.2021-2022,3.º cent.2021-2022,3.º ataq.2021-2022,Tkl.12021-2022,Att2021-2022,Tkl%2021-2022,Pérdida2021-2022,Bloqueos2021-2022,Dis2021-2022,Pases2021-2022,Int2021-2022,Tkl+Int2021-2022,Desp.2021-2022,Err2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Tkl2022-2023,TklG2022-2023,3.º def.2022-2023,3.º cent.2022-2023,3.º ataq.2022-2023,Tkl.12022-2023,Att2022-2023,Tkl%2022-2023,Pérdida2022-2023,Bloqueos2022-2023,Dis2022-2023,Pases2022-2023,Int2022-2023,Tkl+Int2022-2023,Desp.2022-2023,Err2022-2023
611,Ousmane Dembélé,46,9,14,4,20.0,1997.0,10.3,10.0,7.0,2.0,5.0,3.0,1.0,13.0,7.7,12.0,8.0,0.0,8.0,5.0,15.0,2.0,0.0,46,9,14,4,21.0,1997.0,18.5,23.0,15.0,4.0,13.0,6.0,6.0,18.0,33.3,12.0,13.0,0.0,13.0,5.0,28.0,4.0,0.0,46,8,14,4,22.0,1997.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,40.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,46,8,14,4,23.0,1997.0,19.7,14.0,9.0,4.0,9.0,1.0,6.0,17.0,35.3,11.0,10.0,0.0,10.0,9.0,23.0,3.0,1.0,46,8,14,4,24.0,1997.0,15.7,24.0,16.0,6.0,10.0,8.0,7.0,23.0,30.4,16.0,8.0,0.0,8.0,8.0,32.0,3.0,0.0,46,8,14,4,25.0,1997.0,15.7,19.0,12.0,4.0,8.0,7.0,4.0,15.0,26.7,11.0,10.0,1.0,9.0,0.0,19.0,2.0,0.0
612,Jessy Deminguet,46,3,27,5,19.0,1998.0,5.9,12.0,9.0,4.0,6.0,2.0,4.0,14.0,28.6,10.0,5.0,0.0,5.0,10.0,22.0,13.0,0.0,46,1,27,5,20.0,1998.0,14.1,37.0,25.0,18.0,17.0,2.0,15.0,40.0,37.5,25.0,19.0,3.0,16.0,18.0,55.0,28.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Kerem Demirbay,35,1,62,2,24.0,1993.0,13.5,38.0,30.0,15.0,17.0,6.0,12.0,28.0,42.9,16.0,21.0,3.0,18.0,14.0,52.0,21.0,0.0,35,1,62,2,25.0,1993.0,22.4,57.0,35.0,20.0,27.0,10.0,11.0,51.0,21.6,40.0,34.0,10.0,24.0,22.0,79.0,25.0,0.0,35,1,77,2,26.0,1993.0,17.5,35.0,19.0,10.0,21.0,4.0,12.0,31.0,38.7,19.0,19.0,5.0,14.0,22.0,57.0,7.0,1.0,35,1,77,2,27.0,1993.0,19.4,46.0,31.0,15.0,26.0,5.0,19.0,38.0,50.0,19.0,21.0,4.0,17.0,8.0,54.0,6.0,1.0,35,1,77,2,28.0,1993.0,22.8,52.0,31.0,19.0,30.0,3.0,16.0,41.0,39.0,25.0,32.0,9.0,23.0,33.0,85.0,21.0,0.0,35,1,77,2,29.0,1993.0,17.2,36.0,18.0,16.0,17.0,3.0,18.0,34.0,52.9,16.0,26.0,6.0,20.0,16.0,52.0,11.0,0.0
614,Ermedin Demirović,9,8,2,4,19.0,1998.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,49,2,22.0,1998.0,16.6,15.0,9.0,4.0,6.0,5.0,2.0,16.0,12.5,14.0,29.0,5.0,24.0,0.0,15.0,27.0,0.0,9,8,49,2,23.0,1998.0,9.7,12.0,6.0,4.0,4.0,4.0,1.0,10.0,10.0,9.0,14.0,1.0,13.0,1.0,13.0,7.0,0.0,9,9,12,2,24.0,1998.0,26.3,31.0,14.0,9.0,12.0,10.0,9.0,22.0,40.9,13.0,31.0,4.0,27.0,14.0,45.0,37.0,0.0
615,Diego Demme,35,1,106,2,25.0,1991.0,25.4,81.0,57.0,29.0,48.0,4.0,47.0,87.0,54.0,40.0,31.0,3.0,28.0,48.0,129.0,29.0,0.0,35,1,106,2,26.0,1991.0,22.8,75.0,47.0,24.0,43.0,8.0,33.0,67.0,49.3,34.0,36.0,3.0,33.0,26.0,101.0,15.0,0.0,35,1,95,6,27.0,1991.0,23.5,59.0,26.0,31.0,22.0,6.0,25.0,65.0,75.3,40.0,23.0,3.0,20.0,23.0,82.0,23.0,0.0,35,1,95,6,28.0,1991.0,17.7,56.0,32.0,26.0,22.0,8.0,23.0,63.0,36.5,40.0,14.0,1.0,13.0,11.0,67.0,15.0,1.0,35,1,95,6,29.0,1991.0,7.7,21.0,12.0,4.0,13.0,4.0,10.0,21.0,47.6,11.0,11.0,2.0,9.0,9.0,30.0,2.0,0.0,35,1,95,6,30.0,1991.0,1.6,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
616,Fabio Depaoli,69,5,32,6,20.0,1997.0,13.2,31.0,22.0,21.0,7.0,3.0,21.0,40.0,52.5,19.0,27.0,10.0,17.0,15.0,46.0,42.0,0.0,69,4,32,6,21.0,1997.0,27.4,74.0,43.0,37.0,32.0,5.0,34.0,67.0,50.7,33.0,42.0,16.0,26.0,35.0,109.0,99.0,3.0,69,2,116,6,22.0,1997.0,20.6,41.0,28.0,26.0,10.0,5.0,17.0,31.0,54.8,14.0,29.0,3.0,26.0,16.0,57.0,39.0,0.0,69,4,16,6,23.0,1997.0,15.4,29.0,15.0,15.0,8.0,6.0,16.0,36.0,96.9,20.0,20.0,4.0,16.0,16.0,45.0,41.0,0.0,69,4,60,6,24.0,1997.0,9.0,15.0,8.0,7.0,6.0,2.0,1.0,9.0,14.3,8.0,11.0,3.0,8.0,9.0,24.0,16.0,0.0,69,4,60,6,25.0,1997.0,25.6,53.0,31.0,27.0,19.0,7.0,28.0,48.0,131.8,20.0,33.0,6.0,27.0,19.0,72.0,37.0,3.0
617,Mathieu Deplagne,46,4,130,5,25.0,1991.0,26.8,52.0,38.0,33.0,14.0,5.0,20.0,48.0,41.7,28.0,26.0,10.0,16.0,60.0,112.0,95.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Laurent Depoitre,10,8,63,3,28.0,1988.0,20.2,14.0,8.0,4.0,8.0,2.0,3.0,21.0,14.3,18.0,15.0,3.0,12.0,11.0,25.0,36.0,0.0,10,8,63,3,29.0,1988.0,11.9,6.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,9.0,0.0,9.0,2.0,8.0,8.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Mike van der Hoorn,101,4,126,3,24.0,1992.0,21.6,32.0,22.0,23.0,8.0,1.0,16.0,24.0,66.7,8.0,24.0,14.0,10.0,39.0,71.0,127.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,4,6,2,27.0,1992.0,15.1,8.0,4.0,3.0,5.0,0.0,1.0,3.0,33.3,2.0,12.0,8.0,4.0,27.0,35.0,73.0,0.0,101,4,6,2,28.0,1992.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Gregory van der Wiel,101,4,28,6,29.0,1988.0,3.2,5.0,3.0,4.0,1.0,0.0,3.0,5.0,60.0,2.0,1.0,0.0,1.0,10.0,15.0,12.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Daniele Dessena,69,2,28,6,30.0,1987.0,6.4,18.0,10.0,12.0,5.0,1.0,6.0,12.0,50.0,6.0,7.0,1.0,6.0,6.0,24.0,17.0,0.0,69,1,28,6,31.0,1987.0,3.9,2.0,2.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,1.0,2.0,3.0,5.0,5.0,0.0,69,1,23,6,32.0,1987.0,20.8,21.0,11.0,5.0,14.0,2.0,6.0,25.0,24.0,19.0,11.0,1.0,10.0,11.0,32.0,21.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Mattia Destro,69,8,19,6,26.0,1991.0,18.0,15.0,13.0,4.0,9.0,2.0,3.0,11.0,27.3,8.0,10.0,1.0,9.0,5.0,20.0,26.0,0.0,69,8,19,6,27.0,1991.0,5.5,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,6.0,0.0,69,8,19,6,28.0,1991.0,3.8,3.0,2.0,1.0,2.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,69,8,52,6,29.0,1991.0,17.8,6.0,3.0,0.0,3.0,3.0,2.0,9.0,22.2,7.0,11.0,0.0,11.0,4.0,10.0,8.0,0.0,69,8,52,6,30.0,1991.0,19.4,9.0,4.0,1.0,4.0,4.0,1.0,6.0,16.7,5.0,14.0,1.0,13.0,2.0,11.0,16.0,0.0,69,9,44,6,31.0,1991.0,6.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0
623,Gerard Deulofeu,43,9,137,3,23.0,1994.0,10.4,13.0,8.0,8.0,3.0,2.0,5.0,15.0,93.2,10.0,2.0,0.0,2.0,12.0,25.0,3.0,1.0,43,9,137,3,24.0,1994.0,23.0,11.0,6.0,5.0,3.0,3.0,4.0,26.0,15.4,22.0,16.0,0.0,16.0,14.0,25.0,3.0,0.0,43,8,137,3,25.0,1994.0,23.3,33.0,16.0,18.0,9.0,6.0,12.0,59.0,20.3,47.0,10.0,0.0,10.0,25.0,58.0,6.0,0.0,43,9,131,6,26.0,1994.0,6.6,2.0,2.0,1.0,1.0,0.0,2.0,12.0,16.7,10.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,43,9,131,6,27.0,1994.0,29.1,11.0,6.0,2.0,3.0,6.0,7.0,29.0,24.1,22.0,14.0,0.0,14.0,9.0,20.0,4.0,0.0,43,8,131,6,28.0,1994.0,13.5,8.0,5.0,5.0,1.0,2.0,5.0,15.0,33.3,10.0,8.0,1.0,7.0,2.0,10.0,1.0,0.0
624,Gianluca Di Chiara,69,4,16,6,23.0,1993.0,11.2,26.0,19.0,18.0,6.0,2.0,7.0,21.0,33.3,14.0,10.0,3.0,7.0,11.0,37.0,37.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Federico Di Francesco,69,10,19,6,23.0,1994.0,17.7,26.0,13.0,14.0,8.0,4.0,5.0,20.0,25.0,15.0,24.0,2.0,22.0,16.0,42.0,25.0,0.0,69,9,117,6,24.0,1994.0,11.9,10.0,6.0,3.0,4.0,3.0,4.0,7.0,57.1,3.0,12.0,1.0,11.0,5.0,15.0,5.0,0.0,69,8,113,6,25.0,1994.0,12.0,11.0,5.0,2.0,6.0,3.0,3.0,15.0,20.0,12.0,9.0,1.0,8.0,3.0,14.0,2.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,9,44,6,27.0,1994.0,15.2,16.0,5.0,2.0,8.0,6.0,9.0,23.0,39.1,14.0,17.0,1.0,16.0,9.0,25.0,11.0,0.0,69,9,71,6,28.0,1994.0,22.6,28.0,16.0,7.0,11.0,10.0,9.0,19.0,47.4,10.0,16.0,0.0,16.0,8.0,36.0,14.0,0.0
626,Davide Di Gennaro,69,1,70,6,29.0,1988.0,0.1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Ángel Di María,6,8,104,5,29.0,1988.0,23.5,13.0,10.0,5.0,3.0,5.0,7.0,39.0,17.9,32.0,18.0,2.0,16.0,10.0,23.0,8.0,0.0,6,9,104,5,30.0,1988.0,25.8,29.0,17.0,12.0,10.0,7.0,10.0,42.0,23.8,32.0,24.0,1.0,23.0,16.0,45.0,4.0,0.0,6,9,104,5,31.0,1988.0,22.2,17.0,12.0,2.0,8.0,7.0,4.0,34.0,11.8,30.0,14.0,3.0,11.0,11.0,28.0,1.0,3.0,6,9,104,5,32.0,1988.0,20.6,26.0,17.0,6.0,8.0,12.0,11.0,45.0,24.4,34.0,14.0,1.0,13.0,6.0,32.0,7.0,0.0,6,8,104,5,33.0,1988.0,18.3,29.0,18.0,6.0,13.0,10.0,14.0,37.0,37.8,23.0,17.0,0.0,17.0,6.0,35.0,3.0,0.0,6,9,66,6,34.0,1988.0,15.1,10.0,5.0,3.0,5.0,2.0,3.0,19.0,15.8,16.0,15.0,0.0,15.0,7.0,17.0,0.0,0.0
628,Franco Di Santo,6,9,118,2,28.0,1989.0,18.4,17.0,13.0,3.0,13.0,1.0,7.0,15.0,46.7,8.0,12.0,1.0,11.0,2.0,19.0,24.0,0.0,6,8,107,4,29.0,1989.0,4.6,4.0,3.0,1.0,2.0,1.0,2.0,6.0,75.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Cheick Diabaté,91,8,16,6,29.0,1988.0,7.4,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Fousseni Diabaté,91,3,74,3,21.0,1995.0,6.5,9.0,6.0,5.0,3.0,1.0,1.0,4.0,25.0,3.0,6.0,0.0,6.0,8.0,17.0,8.0,0.0,91,8,74,3,22.0,1995.0,0.6,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,91,9,4,5,23.0,1995.0,13.2,16.0,10.0,6.0,6.0,4.0,5.0,16.0,31.3,11.0,11.0,0.0,11.0,8.0,24.0,3.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Moussa Diaby,46,1,35,6,18.0,1999.0,0.8,1.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,46,2,104,5,19.0,1999.0,12.7,14.0,8.0,7.0,2.0,5.0,2.0,11.0,18.2,9.0,7.0,1.0,6.0,12.0,26.0,6.0,0.0,46,9,77,2,20.0,1999.0,19.7,10.0,8.0,3.0,7.0,0.0,5.0,15.0,33.3,10.0,6.0,0.0,6.0,9.0,19.0,4.0,0.0,46,9,77,2,21.0,1999.0,26.5,10.0,6.0,4.0,5.0,1.0,6.0,20.0,30.0,14.0,11.0,0.0,11.0,12.0,22.0,5.0,0.0,46,9,77,2,22.0,1999.0,30.7,20.0,11.0,8.0,9.0,3.0,5.0,38.0,13.2,33.0,11.0,0.0,11.0,8.0,28.0,2.0,0.0,46,9,77,2,23.0,1999.0,30.0,14.0,8.0,4.0,8.0,2.0,7.0,14.0,50.0,7.0,8.0,0.0,8.0,5.0,19.0,3.0,0.0
632,Fallou Diagne,119,5,88,5,27.0,1989.0,24.9,33.0,20.0,21.0,12.0,0.0,7.0,22.0,31.8,15.0,33.0,18.0,15.0,46.0,79.0,116.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Adama Diakhaby,46,8,90,5,21.0,1996.0,9.4,23.0,15.0,6.0,12.0,5.0,6.0,16.0,37.5,10.0,13.0,0.0,13.0,13.0,36.0,5.0,0.0,46,9,63,3,22.0,1996.0,6.1,6.0,3.0,4.0,1.0,1.0,3.0,11.0,27.3,8.0,7.0,0.0,7.0,1.0,7.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Mouctar Diakhaby,53,4,81,5,20.0,1996.0,8.1,10.0,6.0,7.0,3.0,0.0,4.0,7.0,57.1,3.0,14.0,9.0,5.0,12.0,22.0,52.0,1.0,53,4,133,4,21.0,1996.0,17.6,14.0,8.0,10.0,4.0,0.0,5.0,10.0,50.0,5.0,24.0,16.0,8.0,20.0,34.0,94.0,1.0,53,4,133,4,22.0,1996.0,16.0,11.0,8.0,7.0,3.0,1.0,5.0,8.0,62.5,3.0,17.0,15.0,2.0,11.0,22.0,73.0,0.0,53,4,133,4,23.0,1996.0,23.1,16.0,8.0,10.0,6.0,0.0,8.0,12.0,66.7,4.0,28.0,21.0,7.0,27.0,43.0,102.0,1.0,53,4,133,4,24.0,1996.0,21.6,35.0,24.0,18.0,15.0,2.0,13.0,23.0,56.5,10.0,29.0,17.0,12.0,30.0,65.0,87.0,3.0,53,4,133,4,25.0,1996.0,27.2,30.0,16.0,19.0,11.0,0.0,13.0,20.0,65.0,7.0,30.0,17.0,13.0,20.0,50.0,111.0,2.0
